"adjusted.Year","adjusted.PgCO2_to_atmos_cumulative_global_alldepths","adjusted.China","adjusted.Vietnam","adjusted.Indonesia","adjusted.India","adjusted.Morocco","adjusted.Japan","adjusted.United.States","adjusted.South.Korea","adjusted.United.Kingdom","adjusted.Malaysia","adjusted.Argentina","adjusted.Myanmar","adjusted.Mexico","adjusted.Thailand","adjusted.Russia","adjusted.Norway","adjusted.Guinea","adjusted.Guinea.Bissau","adjusted.Namibia","adjusted.New.Zealand","adjusted.Denmark","adjusted.Angola","adjusted.Canada","adjusted.Iceland","adjusted.Pakistan","adjusted.Turkey","adjusted.Brazil","adjusted.Bangladesh","adjusted.South.Africa","adjusted.Ireland","adjusted.Netherlands","adjusted.Côte.d.Ivoire","adjusted.Germany","adjusted.Republ..of.Congo","adjusted.Guyana","unadjusted.Year","unadjusted.PgCO2_to_atmos_cumulative_global_alldepths","unadjusted.China","unadjusted.Vietnam","unadjusted.Indonesia","unadjusted.India","unadjusted.Morocco","unadjusted.Japan","unadjusted.United.States","unadjusted.South.Korea","unadjusted.United.Kingdom","unadjusted.Malaysia","unadjusted.Argentina","unadjusted.Myanmar","unadjusted.Mexico","unadjusted.Thailand","unadjusted.Russia","unadjusted.Norway","unadjusted.Guinea","unadjusted.Guinea.Bissau","unadjusted.Namibia","unadjusted.New.Zealand","unadjusted.Denmark","unadjusted.Angola","unadjusted.Canada","unadjusted.Iceland","unadjusted.Pakistan","unadjusted.Turkey","unadjusted.Brazil","unadjusted.Bangladesh","unadjusted.South.Africa","unadjusted.Ireland","unadjusted.Netherlands","unadjusted.Côte.d.Ivoire","unadjusted.Germany","unadjusted.Republ..of.Congo","unadjusted.Guyana"
51,28.6719787241739,16.3325327783961,0.0187064063382863,3.6773324264915e-07,0.0576171559415438,0.104919038557098,0.287516643293844,0.613500197972961,0.241167867260065,0.945416321159272,0.196775068385369,0.0598665705520517,0,0.000849674729767853,0.0220499012390779,0.831697685873687,0.436975293330147,0.0186143098732211,0.146444732026876,0.159422572850907,0.124542171890365,0.745351556976775,0.0870306904330484,0.154063217878104,0.146710475577913,0,0.257881873804169,0.0483736313076917,0,0.177653107816407,0.25484807552275,0.651569364304447,0.0164922697526812,0.285860023786439,0.0362143314324596,0,51,31.9245968923735,16.6536308336746,0.0199263035638485,3.69791256020114e-07,0.0624748015315142,0.170092936986689,0.31276998502547,0.665661135251699,0.259038103825788,1.03390961263808,0.197180550129942,0.0645116783039996,0,0.0012120442889184,0.0220793476507583,1.8353018580158,0.565711211335306,0.0243661589337847,0.161917564580143,0.280809949857388,0.17262971390548,0.858992756744931,0.360188239687006,0.234950186632705,0.270531923855909,0,0.271908529009641,0.0500311781060223,0,0.211409324320704,0.304710444417587,0.651571439016988,0.0183788078199216,0.285863160725796,0.0747357628756721,0
52,29.2227264964915,16.6378150128166,0.0190712962317507,3.74514541091812e-07,0.0586988014718344,0.107268733241883,0.293237696675284,0.625409701024549,0.245915189362286,0.962999760015678,0.200391294844219,0.0609970391454447,0,0.000869142581497902,0.0224547978647206,0.853744376605261,0.445489549828378,0.0189960925663458,0.149258908165275,0.163542731285609,0.127119141557496,0.759257780386505,0.0895480589682623,0.157253039200795,0.149605552262709,0,0.262764249763074,0.0492801735504046,0,0.181277317064273,0.259624944346148,0.663519062259641,0.0168198499569236,0.291102700469744,0.0370557175049398,0,52,32.5100880086529,16.9590552980706,0.0202917482319911,3.76573158263312e-07,0.0636205776680567,0.17321240953268,0.318506127858803,0.677869235559316,0.263788814040835,1.05287132091826,0.200796804417925,0.0656948103783246,0,0.00123427295373416,0.0224842787434309,1.86896094969304,0.576086248794137,0.0248130297162625,0.164887102330325,0.285959951643116,0.175795710464129,0.874746522711593,0.366794024412683,0.239259128966586,0.275493428573465,0,0.276895280407393,0.0509487405240168,0,0.215286531657282,0.310298776788564,0.663521136939625,0.0187158717065119,0.291105837450603,0.0761064027424677,0
53,29.7737716101724,16.9431018803622,0.0194362118184139,3.8129585476495e-07,0.0597806588344548,0.10962511338539,0.298958893893329,0.637322123497501,0.250662606958244,0.980584614180732,0.204007521996854,0.0621279854519328,0,0.000888678491157361,0.0228596953299932,0.8759154094174,0.454009894229271,0.0193788870295273,0.1520755529834,0.167679146711251,0.129700657590273,0.773166738927568,0.0921041821716922,0.160446629122112,0.15250348529024,0,0.267648111496882,0.0501868432005889,0,0.184904799572361,0.264402562202749,0.675468760214906,0.0171475436052061,0.296345377153035,0.0379019124857134,0,53,33.0955791249322,17.2644797624666,0.0206571929001336,3.83355060506508e-07,0.0647663538045989,0.17633188207867,0.324242270692135,0.69007733586693,0.268539524255881,1.07183302919843,0.204413058705907,0.0668779424526494,0,0.00125650161854991,0.0228892098361035,1.90262004137027,0.586461286252966,0.0252599004987402,0.167856640080507,0.291109953428843,0.178961707022777,0.890500288678252,0.373399809138359,0.243568071300466,0.280454933291021,0,0.281882031805145,0.0518663029420112,0,0.219163738993858,0.315887109159539,0.675470834862259,0.019052935593102,0.296348514175409,0.0774770426092631,0
54,30.325104770235,17.248393128371,0.0198011513744437,3.88077182760488e-07,0.0608627248275183,0.111988017403285,0.304680229509998,0.649237322404242,0.255410115336511,0.998170859555347,0.207623749808383,0.0632593985212472,0,0.000908280332085068,0.0232645935888076,0.898204785453458,0.462536128981556,0.0197626763730267,0.154894621245382,0.171831310838898,0.132286626247575,0.787078383641135,0.0946990178320454,0.163643899349639,0.155404226727375,0,0.272533427258307,0.0510936363953501,0,0.188535450158812,0.269180923842765,0.68741845817024,0.0174753493277442,0.301588053836314,0.0387529340852832,0,54,33.6810702412113,17.5699042268626,0.021022637568276,3.90136962749704e-07,0.0659121299411409,0.179451354624659,0.329978413525467,0.702285436174542,0.273290234470926,1.0907947374786,0.208029312993888,0.0680610745269741,0,0.00127873028336567,0.023294140928776,1.93627913304749,0.596836323711794,0.0257067712812178,0.170826177830689,0.296259955214568,0.182127703581425,0.906254054644909,0.380005593864034,0.247877013634345,0.285416438008576,0,0.286868783202896,0.0527838653600054,0,0.223040946330435,0.321475441530514,0.687420532784892,0.0193899994796922,0.301591190900214,0.0788476824760583,0
55,30.8767170678648,17.5536885217265,0.0201661133160013,3.94858524235484e-07,0.0619449964849965,0.114357287830303,0.310401698389085,0.661155164394342,0.260157710107133,1.01575847342149,0.211239978246185,0.0643912678065095,0,0.000927946055533806,0.0236694925984053,0.920606800108883,0.47106806422321,0.0201474436648538,0.157716068041168,0.175998741571226,0.134876957245418,0.800992667755179,0.0973324935033433,0.166844765775594,0.158307730746699,0,0.277420166438381,0.0520005494635074,0,0.192169169106018,0.273960024186819,0.699368156125639,0.017803265751331,0.306830730519583,0.0396087957374485,0,55,34.2665613574905,17.8753286912585,0.0213880822364185,3.96918864992898e-07,0.0670579060776829,0.182570827170649,0.335714556358798,0.714493536482153,0.278040944685971,1.10975644575877,0.211645567281869,0.0692442066012986,0,0.00130095894818142,0.0236990720214485,1.96993822472472,0.607211361170621,0.0261536420636953,0.17379571558087,0.301409957000294,0.185293700140073,0.922007820611565,0.386611378589709,0.252185955968225,0.29037794272613,0,0.291855534600647,0.0537014277779995,0,0.226918153667011,0.327063773901489,0.699370230707524,0.0197270633662822,0.306833867625019,0.0802183223428534,0
56,31.4285999787759,17.8589878414308,0.0205310961863688,4.01639878407128e-07,0.063027471054769,0.116732771226444,0.31612329567641,0.673075524964958,0.264905387175278,1.03334743440676,0.214856207279749,0.0655235831482466,0,0.000947673687426192,0.0240743923190846,0.943116033884684,0.479605517640955,0.0205331719577235,0.160539848812156,0.18018098131783,0.137471563570328,0.814909555623677,0.100004508567565,0.170049148128277,0.161213953608282,0,0.282308299483966,0.0529075789142139,0,0.195805861794332,0.278739858366888,0.711317854081097,0.0181312914995267,0.312073407202844,0.0404695067307894,0,56,34.8520524737696,18.1807531556544,0.0217535269045609,4.03700767236093e-07,0.0682036822142248,0.185690299716638,0.341450699192128,0.726701636789764,0.282791654901016,1.12871815403894,0.21526182156985,0.0704273386756231,0,0.00132318761299717,0.024104003114121,2.00359731640194,0.617586398629447,0.0266005128461729,0.176765253331052,0.306559958786019,0.18845969669872,0.93776158657822,0.393217163315383,0.256494898302103,0.295339447443684,0,0.296842285998397,0.0546189901959936,0,0.230795361003587,0.332652106272463,0.711319928630155,0.0200641272528723,0.312076544349824,0.0815889622096484,0
57,31.9807453609556,18.1642908833023,0.0208960986443512,4.08421244548128e-07,0.0641101459786889,0.119114318091718,0.321845017082769,0.684998287747394,0.269653142716952,1.05093772245175,0.218472436880511,0.0666563347585661,0,0.000967461325251703,0.0244792927139525,0.96572734474717,0.488148314307731,0.0209198443150097,0.163365919377973,0.184377595419202,0.14007036130801,0.828829032519997,0.102714936238984,0.17325696972239,0.164122853644774,0,0.287197797822963,0.0538147214262127,0,0.199445438364385,0.283520421764344,0.723267552036611,0.0184594251931159,0.317316083886097,0.0413350723528033,0,57,35.4375435900486,18.4861776200503,0.0221189715727033,4.10482669479287e-07,0.0693494583507667,0.188809772262627,0.347186842025459,0.738909737097374,0.28754236511606,1.14767986231911,0.218878075857831,0.0716104707499476,0,0.00134541627781292,0.0245089342067934,2.03725640807916,0.627961436088273,0.0270473836286505,0.179734791081233,0.311709960571744,0.191625693257368,0.953515352544874,0.399822948041057,0.260803840635982,0.300300952161238,0,0.301829037396148,0.0555365526139877,0,0.234672568340163,0.338240438643437,0.723269626552786,0.0204011911394624,0.317319221074628,0.0829596020764434,0
58,32.5331453832168,18.4695974567884,0.0212611194538189,4.15202621982435e-07,0.0651930188744852,0.121501782787449,0.327566858789588,0.696923343861659,0.274400973156714,1.06852931877971,0.222088667021718,0.0677895132055972,0,0.000987307135099907,0.024884193748698,0.988435857476579,0.49669628650364,0.0213074438355305,0.166194235963653,0.18858817067327,0.142673269485828,0.842751048222383,0.105463625499371,0.176468157268755,0.16703439124826,0,0.292088633796476,0.0547219738377244,0,0.203087813405534,0.288301710044762,0.735217249992176,0.0187876654507803,0.322558760569345,0.0422054940440383,0,58,36.0230347063277,18.7916020844461,0.0224844162408457,4.17264571722481e-07,0.0704952344873085,0.191929244808616,0.352922984858789,0.751117837404984,0.292293075331105,1.16664157059927,0.222494330145811,0.072793602824272,0,0.00136764494262867,0.0249138652994659,2.07091549975638,0.6383364735471,0.027494254411128,0.182704328831414,0.316859962357469,0.194791689816015,0.969269118511528,0.406428732766731,0.265112782969861,0.305262456878792,0,0.306815788793898,0.0564541150319818,0,0.238549775676738,0.343828771014411,0.735219324475417,0.0207382550260525,0.322561897799433,0.0843302419432383,0
59,33.0857925754677,18.7749073838832,0.021626157474279,4.21984010081317e-07,0.066276087519336,0.12389502346251,0.333288819280367,0.708850591331797,0.279148875147312,1.08612220586793,0.225704897678289,0.0689231093982878,0,0.00100720934886533,0.0252890953913859,1.01123697350573,0.505249273524938,0.0216959536770395,0.16902475522665,0.19281231395866,0.145280209927512,0.856675558733874,0.108250402956125,0.179682640720329,0.169948528857582,0,0.296980780597288,0.0556293331369467,0,0.206732905668147,0.293083719189219,0.747166947947788,0.0191160108899355,0.327801437252589,0.0430807695598635,0,59,36.6085258226068,19.097026548842,0.0228498609089881,4.24046473965676e-07,0.0716410106238504,0.195048717354605,0.35865912769212,0.763325937712594,0.297043785546149,1.18560327887944,0.226110584433792,0.0739767348985964,0,0.00138987360744442,0.0253187963921383,2.1045745914336,0.648711511005926,0.0279411251936055,0.185673866581595,0.322009964143194,0.197957686374662,0.985022884478183,0.413034517492405,0.269421725303739,0.310223961596347,0,0.311802540191648,0.0573716774499759,0,0.242426983013314,0.349417103385385,0.747169022398047,0.0210753189126425,0.327804574524237,0.0857008818100333,0
60,33.6386797543995,19.0802204981401,0.0219912116523668,4.28765408259723e-07,0.067359349834965,0.126293901983184,0.339010894425885,0.720779934555525,0.2838968455511,1.10371636742033,0.229321128826699,0.0700571145716265,0,0.00102716626153271,0.0256939976122681,1.0341263064518,0.513807121484754,0.0220853570783372,0.1718574342832,0.197049650949087,0.147891107118585,0.870602524480333,0.11107507461784,0.182900353140901,0.172865230945079,0,0.301874212214065,0.0565367964531425,0,0.210380637797708,0.297866445521935,0.759116645903445,0.0194444601276894,0.33304411393583,0.0439608931377886,0,60,37.1940169388859,19.4024510132379,0.0232153055771305,4.3082837620887e-07,0.0727867867603923,0.198168189900593,0.36439527052545,0.775534038020204,0.301794495761193,1.20456498715961,0.229726838721773,0.0751598669729209,0,0.00141210227226017,0.0257237274848108,2.13823368311083,0.659086548464752,0.0283879959760831,0.188643404331776,0.327159965928919,0.20112368293331,1.00077665044484,0.419640302218079,0.273730667637618,0.315185466313901,0,0.316789291589398,0.05828923986797,0,0.24630419034989,0.355005435756359,0.759118720320678,0.0214123827992326,0.333047251249042,0.0870715216768282,0
61,34.1918000425572,19.385536643772,0.0223562810141645,4.35546815972951e-07,0.0684428038741214,0.128698283865595,0.344733080108652,0.732711283822456,0.288644881423148,1.12131178834106,0.232937360444864,0.0711915202723426,0,0.00104717622846954,0.0260989003836117,1.05709970241255,0.522369683108525,0.0224756373799465,0.174692230733661,0.201299824913541,0.150505888081143,0.884531909270794,0.11393742758392,0.18612123058834,0.17578446400189,0,0.306768903380743,0.0574443610482862,0,0.214030936088868,0.302649885734195,0.771066343859141,0.0197730117818854,0.33828679061907,0.0448458556684762,0,61,37.779508055165,19.7078754776338,0.0235807502452729,4.37610278452064e-07,0.0739325628969341,0.201287662446582,0.370131413358781,0.787742138327814,0.306545205976238,1.22352669543978,0.233343093009753,0.0763429990472453,0,0.00143433093707592,0.0261286585774832,2.17189277478805,0.669461585923578,0.0288348667585606,0.191612942081957,0.332309967714644,0.204289679491957,1.01653041641149,0.426246086943753,0.278039609971497,0.320146971031455,0,0.321776042987148,0.059206802285964,0,0.250181397686466,0.360593768127333,0.771068418243309,0.0217494466858227,0.338289927973846,0.0884421615436232,0
62,34.7451468566201,19.6908556748302,0.022721364658263,4.42328232713573e-07,0.0695264478083202,0.131108038209893,0.350455372607561,0.744644554875863,0.293392979995878,1.13890845470853,0.23655359251204,0.0723263183451209,0,0.00106723766304617,0.0265038036795412,1.08015323075466,0.530936817526559,0.0228667780433205,0.177529102686555,0.205562495597173,0.153124482256809,0.898463679691321,0.11683723164655,0.189345212007438,0.178706196521191,0,0.311664829530631,0.0583520243092385,0,0.217683730257747,0.307434036904527,0.783016041814874,0.020101664472197,0.343529467302309,0.0457356448688131,0,62,38.364999171444,20.0132999420297,0.0239461949134153,4.44392180695258e-07,0.075078339033476,0.204407134992571,0.375867556192111,0.799950238635424,0.311295916191282,1.24248840371994,0.236959347297734,0.0775261311215697,0,0.00145655960189167,0.0265335896701556,2.20555186646527,0.679836623382403,0.0292817375410382,0.194582479832138,0.337459969500369,0.207455676050604,1.03228418237815,0.432851871669427,0.282348552305375,0.325108475749009,0,0.326762794384899,0.0601243647039581,0,0.254058605023041,0.366182100498307,0.78301811616594,0.0220865105724127,0.343532604698651,0.0898128014104181,0
63,35.2987138925423,19.9961774544555,0.0230864617494912,4.491096580086e-07,0.0706102799167285,0.13352303763556,0.356177768496614,0.75657966851342,0.298141138665121,1.15650635374969,0.240169825008724,0.073461500919349,0,0.00108734903427126,0.0269087074758948,1.10328317257067,0.539508390065582,0.0232587626685744,0.180368008781076,0.20983733817802,0.15574682139687,0.912397804744976,0.119774240804759,0.192572239129337,0.181630398978876,0,0.316561966754787,0.0592597837404168,0,0.221338953230975,0.312218896515217,0.79496573977064,0.0204304168212476,0.348772143985548,0.046630245455604,0,63,38.9504902877231,20.3187244064256,0.0243116395815577,4.51174082938452e-07,0.0762241151700178,0.20752660753856,0.381603699025441,0.812158338943034,0.316046626406327,1.26145011200011,0.240575601585715,0.0787092631958941,0,0.00147878826670742,0.0269385207628281,2.23921095814249,0.690211660841229,0.0297286083235157,0.197552017582319,0.342609971286094,0.210621672609251,1.0480379483448,0.439457656395101,0.286657494639254,0.330069980466563,0,0.331749545782649,0.0610419271219521,0,0.257935812359617,0.371770432869281,0.79496781408857,0.0224235744590028,0.348775281423455,0.0911834412772131,0
64,35.8524951123913,20.3015018541937,0.0234515715132438,4.5589109141689e-07,0.0716942985760935,0.135943158217346,0.361900264580501,0.768516550222944,0.302889354977467,1.17410547381444,0.243786057916572,0.0745970603964093,0,0.00110750886453495,0.0273136117500927,1.12648600971484,0.548084272040801,0.0236515750107503,0.183208908207933,0.214124042294941,0.158372839458777,0.926334255631015,0.122748194691421,0.195802256375629,0.18455704381136,0,0.321460291764267,0.0601676369569312,0,0.22499654095006,0.317004462465245,0.806915437726435,0.0207592674557327,0.35401482066879,0.0475296393186343,0,64,39.5359814040022,20.6241488708215,0.0246770842497001,4.57955985181646e-07,0.0773698913065596,0.210646080084549,0.387339841858772,0.824366439250644,0.320797336621371,1.28041182028028,0.244191855873696,0.0798923952702186,0,0.00150101693152317,0.0273434518555005,2.27287004981971,0.700586698300055,0.0301754791059932,0.2005215553325,0.347759973071819,0.213787669167899,1.06379171431145,0.446063441120775,0.290966436973133,0.335031485184117,0,0.336736297180399,0.0619594895399462,0,0.261813019696193,0.377358765240255,0.806917512011201,0.0227606383455928,0.354017958148259,0.092554081144008,0
65,36.4064847329477,20.6068287533712,0.0238166932303485,4.62672532526747e-07,0.0727785022516187,0.138368279421503,0.367622858061096,0.780455129849555,0.30763762661878,1.19170580434976,0.247402291218315,0.0757329894375145,0,0.00112771572745426,0.0277185164810159,1.14975841497318,0.556664340549629,0.0240451989946381,0.186051760728397,0.218422311142327,0.161002472508375,0.940273005602409,0.125758819914949,0.19903521076593,0.187486105390307,0,0.326359781855884,0.0610755816781564,0,0.228656432189833,0.321790733079813,0.818865135682257,0.0210882150075271,0.359257497352034,0.048433805692021,0,65,40.1214725202812,20.9295733352173,0.0250425289178425,4.6473788742484e-07,0.0785156674431015,0.213765552630538,0.393075984692102,0.836574539558254,0.325548046836416,1.29937352856045,0.247808110161676,0.081075527344543,0,0.00152324559633892,0.027748382948173,2.30652914149693,0.710961735758881,0.0306223498884708,0.203491093082681,0.352909974857544,0.216953665726546,1.07954548027811,0.452669225846449,0.295275379307011,0.33999298990167,0,0.341723048578149,0.0628770519579403,0,0.265690227032768,0.382947097611229,0.818867209933831,0.0230977022321829,0.359260634873064,0.093924721010803,0
66,36.9606772118464,20.9121580385234,0.0241818262324162,4.6945398095372e-07,0.0738628894887004,0.140798284042047,0.373345546101584,0.792395341291119,0.312385951403776,1.20930733587357,0.251018524897683,0.0768692809520784,0,0.00114796824581598,0.028123421648896,1.17309724075137,0.565248478267985,0.0244396187281875,0.188896526691509,0.222731860627383,0.163635658627322,0.954214029867043,0.128805831318079,0.202271051828138,0.190417559994186,0,0.33126041488115,0.0619836157217108,0,0.232318568389815,0.32657770711662,0.830814833638103,0.0214172581147611,0.364500174035284,0.0493427213229222,0,66,40.7069636365603,21.2349977996132,0.0254079735859849,4.71519789668034e-07,0.0796614435796433,0.216885025176527,0.398812127525433,0.848782639865864,0.33029875705146,1.31833523684061,0.251424364449657,0.0822586594188674,0,0.00154547426115467,0.0281533140408454,2.34018823317415,0.721336773217707,0.0310692206709483,0.206460630832862,0.358059976643269,0.220119662285193,1.09529924624476,0.459275010572123,0.29958432164089,0.344954494619224,0,0.346709799975899,0.0637946143759343,0,0.269567434369344,0.388535429982202,0.830816907856462,0.023434766118773,0.364503311597868,0.0952953608775979,0
67,37.5150672359623,21.2174896028722,0.0245469698976274,4.76235436338584e-07,0.0749474589054477,0.143233058136899,0.379068325973132,0.804337122219152,0.31713432726655,1.22691005994826,0.254634758939339,0.0780059280866135,0,0.00116826508961223,0.0285283272352137,1.19649950997082,0.573836573249858,0.0248348185145569,0.191743167049408,0.22705241858597,0.166272337825304,0.968157305512846,0.131888933156672,0.205509731510901,0.193351385776642,0,0.336162169218088,0.0628917369978173,0,0.235982893497476,0.331365383769091,0.84276453159397,0.0217463954228548,0.369742850718537,0.0502563606368218,0,67,41.2924547528394,21.5404222640091,0.0257734182541273,4.78301691911229e-07,0.0808072197161852,0.220004497722516,0.404548270358763,0.860990740173474,0.335049467266504,1.33729694512078,0.255040618737638,0.0834417914931918,0,0.00156770292597042,0.0285582451335179,2.37384732485137,0.731711810676533,0.0315160914534258,0.209430168583043,0.363209978428993,0.22328565884384,1.11105301221142,0.465880795297797,0.303893263974769,0.349915999336778,0,0.351696551373649,0.0647121767939284,0,0.27344464170592,0.394123762353176,0.842766605779092,0.023771830005363,0.369745988322673,0.0966660007443928,0
68,38.0696497117617,21.522823345847,0.02491212364691,4.83016898345467e-07,0.0760322091859133,0.145672490963806,0.384791195093559,0.816280413822705,0.32188275225198,1.2445139691536,0.258250993328816,0.0791429242141361,0,0.00118860497416445,0.0289332332226054,1.21996240702157,0.582428518730675,0.0252307828628488,0.194591643370779,0.231383724053189,0.168912451956702,0.9821028114457,0.135007820201792,0.208751204097945,0.196287562731766,0,0.341065023745646,0.0637999435040221,0,0.23964935382243,0.336153762666783,0.854714229549855,0.0220756255855032,0.374985527401797,0.0511746958987335,0,68,41.8779458691184,21.845846728405,0.0261388629222697,4.85083594154423e-07,0.081952995852727,0.223123970268505,0.410284413192093,0.873198840481084,0.339800177481549,1.35625865340095,0.258656873025618,0.0846249235675163,0,0.00158993159078617,0.0289631762261903,2.40750641652859,0.742086848135359,0.0319629622359034,0.212399706333224,0.368359980214718,0.226451655402488,1.12680677817807,0.472486580023471,0.308202206308647,0.354877504054332,0,0.3566833027714,0.0656297392119225,0,0.277321849042496,0.39971209472415,0.854716303701723,0.0241088938919531,0.374988665047477,0.0980366406111877,0
69,38.6244197543626,21.8281591726467,0.025277286940469,4.89798366660145e-07,0.0771171390739707,0.148116474915991,0.390514151009796,0.828225160573001,0.326631224507885,1.26211905705931,0.261867228052455,0.0802802629240668,0,0.00120898665833154,0.0293381395947778,1.24348326893874,0.591024212934847,0.025627496497592,0.197441917852454,0.235725526585093,0.171555944641436,0.996050528333857,0.138162178768557,0.211995426124085,0.199226072656384,0,0.345968957820455,0.0647082333202455,0,0.243317897900724,0.340942843873186,0.866663927505756,0.0224049472656029,0.380228204085064,0.0520976973697861,0,69,42.4634369853975,22.1512711928009,0.0265043075904121,4.91865496397617e-07,0.0830987719892689,0.226243442814494,0.416020556025424,0.885406940788694,0.344550887696593,1.37522036168112,0.262273127313599,0.0858080556418407,0,0.00161216025560192,0.0293681073188628,2.44116550820581,0.752461885594185,0.0324098330183809,0.215369244083405,0.373509982000443,0.229617651961135,1.14256054414472,0.479092364749145,0.312511148642526,0.359839008771886,0,0.36167005416915,0.0665473016299165,0,0.281199056379071,0.405300427095124,0.866666001624353,0.0244459577785431,0.380231341772281,0.0994072804779827,0
70,39.1793726791515,22.1334969938367,0.0256424592746346,4.96579840988457e-07,0.0782022473677771,0.150564905457533,0.39623719138526,0.840171310006856,0.331379742277895,1.27972531819704,0.265483463097353,0.0814179380126035,0,0.00122940894279812,0.0297430463364295,1.26705957699095,0.599623558887815,0.0260249443670287,0.200293953329194,0.240077585628088,0.174202761189775,1.01000043855533,0.141351687675398,0.215242356292798,0.202166899109527,0,0.350873951255702,0.0656166046041469,0,0.246988476368419,0.345732627881151,0.87861362546167,0.0227343591361195,0.38547088076834,0.0530253334587599,0,70,43.0489281016766,22.4566956571968,0.0268697522585545,4.98647398640811e-07,0.0842445481258107,0.229362915360483,0.421756698858754,0.897615041096304,0.349301597911638,1.39418206996128,0.26588938160158,0.0869911877161651,0,0.00163438892041767,0.0297730384115352,2.47482459988303,0.762836923053011,0.0328567038008584,0.218338781833587,0.378659983786168,0.232783648519782,1.15831431011138,0.485698149474818,0.316820090976404,0.36480051348944,0,0.3666568055669,0.0674648640479106,0,0.285076263715647,0.410888759466098,0.878615699546984,0.0247830216651332,0.385474018497086,0.100777920344778,0
71,39.7345039896635,22.4388367249797,0.0260076401789958,5.03361321054855e-07,0.0792875329147702,0.153017681058502,0.401960313990218,0.852118812527136,0.336128303894947,1.2973327480318,0.269099698451313,0.0825559434735526,0,0.00124987066845586,0.0301479534331786,1.29068894865358,0.608226464232779,0.0264231116502732,0.203147713281726,0.244439669932786,0.176852848530871,1.02395252614638,0.144576019137383,0.218491955395278,0.205110027369314,0,0.355779984301911,0.0665250555867819,0,0.250661041843772,0.350523115606182,0.890563323417593,0.0230638598808903,0.390713557451624,0.0539575708682368,0,71,43.6344192179556,22.7621201215926,0.0272351969266969,5.05429300884005e-07,0.0853903242623526,0.232482387906471,0.427492841692085,0.909823141403914,0.354052308126682,1.41314377824145,0.26950563588956,0.0881743197904895,0,0.00165661758523342,0.0301779695042076,2.50848369156025,0.773211960511837,0.033303574583336,0.221308319583768,0.383809985571893,0.23594964507843,1.17406807607803,0.492303934200492,0.321129033310283,0.369762018206994,0,0.37164355696465,0.0683824264659047,0,0.288953471052223,0.416477091837072,0.890565397469615,0.0251200855517233,0.39071669522189,0.102148560211573,0
72,40.2898093690638,22.7441782862965,0.0263728292137918,5.10142806601065e-07,0.0803729946071472,0.155474703129902,0.407683516694045,0.864067621218657,0.340876907775335,1.31494134293305,0.272715934102797,0.0836942734895988,0,0.00127037071482526,0.0305528608714963,1.314369130009,0.616832841052274,0.0268219837634048,0.206003161843082,0.248811557009232,0.179506155144869,1.03790677675012,0.147834839597298,0.221744186230969,0.208055444387451,0,0.360687037629439,0.0674335845685335,0,0.254335548817356,0.35531430837782,0.902513021373526,0.0233934481953631,0.395956234134918,0.0548943747351138,0,72,44.2199103342347,23.0675445859885,0.0276006415948393,5.12211203127199e-07,0.0865361003988944,0.23560186045246,0.433228984525415,0.922031241711524,0.358803018341727,1.43210548652162,0.273121890177541,0.089357451864814,0,0.00167884625004917,0.0305829005968801,2.54214278323747,0.783586997970663,0.0337504453658135,0.224277857333949,0.388959987357618,0.239115641637077,1.18982184204469,0.498909718926166,0.325437975644162,0.374723522924548,0,0.3766303083624,0.0692999888838987,0,0.292830678388798,0.422065424208046,0.902515095392245,0.0254571494383133,0.395959371946695,0.103519200078367,0
73,40.8452846725089,23.049521602353,0.0267380259675363,5.16924297384851e-07,0.0814586313777834,0.157935875958489,0.413406797458715,0.876017691678147,0.345625552413272,1.33255110014525,0.276332170040883,0.0848329224239938,0,0.00129090799854155,0.0309577686386459,1.33809798852197,0.625442605694681,0.0272215463645628,0.208860263803343,0.253193032620612,0.18216263099839,1.05186317756474,0.151127810498075,0.224999013529578,0.211003138741623,0,0.365595092312504,0.0683421899152992,0,0.25801195354952,0.36010620792934,0.914462719329463,0.0237231227872694,0.401198910818223,0.055835708765304,0,73,44.8054014505137,23.3729690503844,0.0279660862629817,5.18993105370393e-07,0.0876818765354363,0.238721332998449,0.438965127358745,0.934239342019134,0.363553728556771,1.45106719480179,0.276738144465522,0.0905405839391384,0,0.00170107491486492,0.0309878316895525,2.57580187491469,0.793962035429489,0.034197316148291,0.22724739508413,0.394109989143343,0.242281638195724,1.20557560801134,0.50551550365184,0.32974691797804,0.379685027642102,0,0.38161705976015,0.0702175513018928,0,0.296707885725374,0.42765375657902,0.914464793314876,0.0257942133249034,0.401202048671499,0.104889839945162,0
