"Year","PgCO2_to_atmos_cumulative_global_alldepths","PgCO2_to_atmos_cumulative_global_200m_less","PgCO2_to_atmos_cumulative_global_200m_greater","PgCO2_to_atmos_cumulative_global_400m_greater","PgCO2_to_atmos_cumulative_global_alldepths_unadjusted","PgCO2_to_atmos_cumulative_global_200m_greater_unadjusted","PgCO2_to_atmos_cumulative_global_400m_greater_unadjusted","PgCO2_to_atmos_cumulative_global_200m_less_unadjusted"
146,81.6976023429235,73.0540939861839,8.64350835674062,3.11180220267305,87.5462529388858,19.2771716445785,9.70464641397584,68.4845580297464
147,82.2601762059055,73.5479627275545,8.71221347835194,3.13865987375183,88.1317440551649,19.4060933558568,9.76954906910123,68.9425684983007
148,82.8228120701656,74.0418395771153,8.7809724930512,3.16555345615268,88.717235171444,19.5350150671352,9.83445172422661,69.4005789668551
149,83.3855095428502,74.5357244888972,8.84978505395386,3.1924826433165,89.302726287723,19.6639367784135,9.899354379352,69.8585894354094
150,83.948268240001,75.0296174182128,8.91865082178909,3.21944713404634,89.8882174040021,19.7928584896919,9.96425703447739,70.3165999039637
151,84.5110877862528,75.5235183216069,8.98756946464678,3.24644663237684,90.4737085202812,19.9217802009702,10.0291596896028,70.7746103725181
152,85.0739678145389,76.0174271568072,9.05654065773258,3.273480847447,91.0591996365603,20.0507019122485,10.0940623447282,71.2326208410724
153,85.6369079658097,76.5113438826792,9.12556408313129,3.30054949337645,91.6446907528393,20.1796236235269,10.1589649998535,71.6906313096268
154,86.1999078887578,77.0052684591808,9.19463942957782,3.32765228914488,92.2301818691184,20.3085453348052,10.2238676549789,72.1486417781811
155,86.7629672395548,77.4992008473199,9.26376639223567,3.35478895847466,92.8156729853975,20.4374670460835,10.2887703101043,72.6066522467354
156,87.3260856815945,77.9931410091126,9.33294467248291,3.38195922971659,93.4011641016766,20.5663887573619,10.3536729652297,73.0646627152898
157,87.889262885248,78.4870889075438,9.40217397770514,3.40916283573867,93.9866552179556,20.6953104686402,10.4185756203551,73.5226731838441
158,88.4524985276223,78.9810445065277,9.47145402109541,3.43639951381783,94.5721463342347,20.8242321799186,10.4834782754805,73.9806836523984
159,89.015792292333,79.475007770873,9.54078452146078,3.46366900553449,95.1576374505138,20.9531538911969,10.5483809306059,74.4386941209528
160,89.5791438692798,79.9689786662453,9.61016520303535,3.49097105666997,95.7431285667928,21.0820756024752,10.6132835857313,74.8967045895071
161,90.1425529544324,80.4629571591336,9.67959579529967,3.51830541710665,96.3286196830719,21.2109973137536,10.6781862408566,75.3547150580614
162,90.706019249623,80.9569432168177,9.74907603280606,3.54567184073072,96.914110799351,21.3399190250319,10.743088895982,75.8127255266158
163,91.269542462345,81.4509368073359,9.81860565501006,3.57307008533755,97.4996019156301,21.4688407363102,10.8079915511074,76.2707359951701
164,91.8331223055616,81.944937899455,9.88818440610747,3.60049991253964,98.0850930319091,21.5977624475886,10.8728942062328,76.7287464637244
165,92.3967584975162,82.4389464626402,9.95781203487688,3.62796108767699,98.6705841481882,21.7266841588669,10.9377968613582,77.1867569322788
166,92.9604507615544,82.9329624670276,10.0274882945277,3.65545337972982,99.2560752644673,21.8556058701453,11.0026995164836,77.6447674008331
167,93.5241988259488,83.4269858833963,10.0972129425534,3.68297656123372,99.8415663807464,21.9845275814236,11.067602171609,78.1027778693874
168,94.0880024237314,83.9210166831427,10.1669857405896,3.71053040819696,100.427057497025,22.1134492927019,11.1325048267344,78.5607883379418
169,94.6518612925312,84.4150548382547,10.2368064542773,3.73811470002015,101.012548613305,22.2423710039803,11.1974074818597,79.0187988064961
170,95.2157751744186,84.9091003212887,10.3066748531306,3.7657292194179,101.598039729584,22.3712927152586,11.2623101369851,79.4768092750504
171,95.7797438157533,85.4031531053445,10.3765907104095,3.79337375234271,102.183530845863,22.5002144265369,11.3272127921105,79.9348197436048
172,96.3437669670393,85.8972131640438,10.4465538029961,3.82104808791078,102.769021962142,22.6291361378153,11.3921154472359,80.3928302121591
173,96.9078443827851,86.3912804715094,10.5165639112764,3.84875201832991,103.354513078421,22.7580578490936,11.4570181023613,80.8508406807134
174,97.4719758213673,86.8853550023428,10.5866208190251,3.87648533882925,103.9400041947,22.886979560372,11.5219207574867,81.3088511492678
175,98.0361610449,87.3794367316055,10.6567243132951,3.90424784759099,104.525495310979,23.0159012716503,11.5868234126121,81.7668616178221
176,98.6003998191099,87.8735256347996,10.726874184311,3.93203934568382,105.110986427258,23.1448229829286,11.6517260677374,82.2248720863765
177,99.1646919132133,88.3676216878485,10.7970702253656,3.95985963699818,105.696477543537,23.273744694207,11.7166287228628,82.6828825549308
178,99.7290370998005,88.8617248670806,10.8673122327208,3.98770852818332,106.281968659816,23.4026664054853,11.7815313779882,83.1408930234851
179,100.293435154722,89.3558351492108,10.9376000055115,4.01558582858588,106.867459776095,23.5315881167636,11.8464340331136,83.5989034920395
180,100.857885856978,89.8499525113253,11.0079333456533,4.04349135019027,107.452950892374,23.660509828042,11.911336688239,84.0569139605938
181,101.422388988618,90.3440769308655,11.0783120577534,4.07142490756053,108.038442008653,23.7894315393203,11.9762393433644,84.5149244291481
182,101.986944334636,90.8382083856125,11.1487359490243,4.09938631778377,108.623933124932,23.9183532505987,12.0411419984898,84.9729348977025
183,102.551551682874,91.3323468536732,11.2192048292011,4.12737540041512,109.209424241212,24.047274961877,12.1060446536152,85.4309453662568
184,103.116210823927,91.8264923134661,11.2897185104615,4.15539197742413,109.794915357491,24.1761966731553,12.1709473087405,85.8889558348111
185,103.680921551056,92.3206447437079,11.3602768073485,4.1834358731426,110.38040647377,24.3051183844337,12.2358499638659,86.3469663033655
186,104.245683660096,92.8148041234003,11.4308795366963,4.21150691421377,110.965897590049,24.434040095712,12.3007526189913,86.8049767719198
187,104.810496949377,93.3089704318188,11.5015265175586,4.23960492954287,111.551388706328,24.5629618069903,12.3656552741167,87.2629872404741
188,105.375361219638,93.8031436484995,11.5722175711396,4.26772975024897,112.136879822607,24.6918835182687,12.4305579292421,87.7209977090285
189,105.940276273955,94.2973237532288,11.642952520727,4.29588120961808,112.722370938886,24.820805229547,12.4954605843675,88.1790081775828
190,106.50524191766,94.7915107260323,11.7137311916286,4.32405914305752,113.307862055165,24.9497269408254,12.5603632394929,88.6370186461371
191,107.070257958273,95.2857045471634,11.7845534111098,4.35226338805145,113.893353171444,25.0786486521037,12.6252658946182,89.0950291146915
192,107.635324205429,95.779905197095,11.8554190083342,4.38049378411757,114.478844287723,25.207570363382,12.6901685497436,89.5530395832458
193,108.200440470814,96.2741126565082,11.9263278143065,4.40875017276496,115.064335404002,25.3364920746604,12.755071204869,90.0110500518001
